SOEM (Simple Open EtherCAT Master)
Simple test
Starting simple test
ec_init on \Device\NPF_{D8D267BF-D178-4544-B628-9DE58ABAE75A} succeeded.
1 slaves found and configured.
Slaves mapped, state to SAFE_OP.
segments : 1 : 4 0 0 0
Request operational state for all slaves
Calculated workcounter 3
Operational state reached for all slaves.
Processdata cycle    1, WKC 3 , O: 00 00 I: 00 00 T:698416068292457960
Processdata cycle 4922, WKC 3 , O: 00 00 I: 00 00 T:698416097843173640
Processdata cycle 4923, WKC 3 , O: 00 00 I: 00 00 T:698416097849146520
Processdata cycle 4924, WKC 3 , O: 00 00 I: 00 00 T:698416097855127640
Processdata cycle 4925, WKC 3 , O: 00 00 I: 00 00 T:698416097861132280
Processdata cycle 4926, WKC 3 , O: 00 00 I: 00 00 T:698416097867126680
Processdata cycle 4927, WKC 3 , O: 00 00 I: 00 00 T:698416097873083240
Processdata cycle 4928, WKC 3 , O: 00 00 I: 00 00 T:698416097879075680
Processdata cycle 4929, WKC 3 , O: 00 00 I: 00 00 T:698416097885056720
Processdata cycle 4930, WKC 3 , O: 00 00 I: 00 00 T:698416097891015360
Processdata cycle 4931, WKC 3 , O: 00 00 I: 00 00 T:698416097897046640
Processdata cycle 4932, WKC 3 , O: 00 00 I: 00 00 T:698416097903037920
Processdata cycle 4933, WKC 3 , O: 00 00 I: 00 00 T:698416097909014320
Processdata cycle 4934, WKC 3 , O: 00 00 I: 00 00 T:698416097915017600
Processdata cycle 4935, WKC 3 , O: 00 00 I: 00 00 T:698416097921019160
Processdata cycle 4936, WKC 3 , O: 00 00 I: 00 00 T:698416097927004360
Processdata cycle 4937, WKC 3 , O: 00 00 I: 00 00 T:698416097932979320
Processdata cycle 4938, WKC 3 , O: 00 00 I: 00 00 T:698416097938981960
Processdata cycle 4939, WKC 3 , O: 00 00 I: 00 00 T:698416097945015320
Processdata cycle 4940, WKC 3 , O: 00 00 I: 00 00 T:698416097951155080
Processdata cycle 4941, WKC 3 , O: 00 00 I: 00 00 T:698416097957100360
Processdata cycle 4942, WKC 3 , O: 00 00 I: 00 00 T:698416097963108120
Processdata cycle 4943, WKC 3 , O: 00 00 I: 00 00 T:698416097969111760
Processdata cycle 4944, WKC 3 , O: 00 00 I: 00 00 T:698416097975010960
Processdata cycle 4945, WKC 3 , O: 00 00 I: 00 00 T:698416097980975680
Processdata cycle 4946, WKC 3 , O: 00 00 I: 00 00 T:698416097986959840
Processdata cycle 4947, WKC 3 , O: 00 00 I: 00 00 T:698416097992953280
Processdata cycle 4948, WKC 3 , O: 00 00 I: 00 00 T:698416097998934320
Processdata cycle 4949, WKC 3 , O: 00 00 I: 00 00 T:698416098005139680
Processdata cycle 4950, WKC 3 , O: 00 00 I: 00 00 T:698416098011113720
Processdata cycle 4951, WKC 3 , O: 00 00 I: 00 00 T:698416098017114280
Processdata cycle 4952, WKC 3 , O: 00 00 I: 00 00 T:698416098023102520
Processdata cycle 4953, WKC 3 , O: 00 00 I: 00 00 T:698416098029334520
Processdata cycle 4954, WKC 3 , O: 00 00 I: 00 00 T:698416098035097480
Processdata cycle 4955, WKC 3 , O: 00 00 I: 00 00 T:698416098041219880
Processdata cycle 4956, WKC 3 , O: 00 00 I: 00 00 T:698416098047194840
Processdata cycle 4957, WKC 3 , O: 00 00 I: 00 00 T:698416098053186200
Processdata cycle 4958, WKC 3 , O: 00 00 I: 00 00 T:698416098059220640
Processdata cycle 4959, WKC 3 , O: 00 00 I: 00 00 T:698416098065160720
Processdata cycle 4960, WKC 3 , O: 00 00 I: 00 00 T:698416098070976960
Processdata cycle 4961, WKC 3 , O: 00 00 I: 00 00 T:698416098077018480
Processdata cycle 4962, WKC 3 , O: 00 00 I: 00 00 T:698416098083115360
Processdata cycle 4963, WKC 3 , O: 00 00 I: 00 00 T:698416098089125120
Processdata cycle 4964, WKC 3 , O: 00 00 I: 00 00 T:698416098095073440
Processdata cycle 4965, WKC 3 , O: 00 00 I: 00 00 T:698416098101051480
Processdata cycle 4966, WKC 3 , O: 00 00 I: 00 00 T:698416098106938440
Processdata cycle 4967, WKC 3 , O: 00 00 I: 00 00 T:698416098112946120
Processdata cycle 4968, WKC 3 , O: 00 00 I: 00 00 T:698416098118959000
Processdata cycle 4969, WKC 3 , O: 00 00 I: 00 00 T:698416098124908360
Processdata cycle 4970, WKC 3 , O: 00 00 I: 00 00 T:698416098130894600
Processdata cycle 4971, WKC 3 , O: 00 00 I: 00 00 T:698416098136880760
Processdata cycle 4972, WKC 3 , O: 00 00 I: 00 00 T:698416098142866000
Processdata cycle 4973, WKC 3 , O: 00 00 I: 00 00 T:698416098148908560
Processdata cycle 4974, WKC 3 , O: 00 00 I: 00 00 T:698416098154835440
Processdata cycle 4975, WKC 3 , O: 00 00 I: 00 00 T:698416098160831840
Processdata cycle 4976, WKC 3 , O: 00 00 I: 00 00 T:698416098166681920
Processdata cycle 4977, WKC 3 , O: 00 00 I: 00 00 T:698416098172695760
Processdata cycle 4978, WKC 3 , O: 00 00 I: 00 00 T:698416098178676880
Processdata cycle 4979, WKC 3 , O: 00 00 I: 00 00 T:698416098184633480
Processdata cycle 4980, WKC 3 , O: 00 00 I: 00 00 T:698416098190614520
Processdata cycle 4981, WKC 3 , O: 00 00 I: 00 00 T:698416098196605880
Processdata cycle 4982, WKC 3 , O: 00 00 I: 00 00 T:698416098202583960
Processdata cycle 4983, WKC 3 , O: 00 00 I: 00 00 T:698416098208600840
Processdata cycle 4984, WKC 3 , O: 00 00 I: 00 00 T:698416098214579960
Processdata cycle 4985, WKC 3 , O: 00 00 I: 00 00 T:698416098220479120
Processdata cycle 4986, WKC 3 , O: 00 00 I: 00 00 T:698416098226701920
Processdata cycle 4987, WKC 3 , O: 00 00 I: 00 00 T:698416098232364560
Processdata cycle 4988, WKC 3 , O: 00 00 I: 00 00 T:698416098238309840
Processdata cycle 4989, WKC 3 , O: 00 00 I: 00 00 T:698416098244316560
Processdata cycle 4990, WKC 3 , O: 00 00 I: 00 00 T:698416098250272000
Processdata cycle 4991, WKC 3 , O: 00 00 I: 00 00 T:698416098256286960
Processdata cycle 4992, WKC 3 , O: 00 00 I: 00 00 T:698416098262239400
Processdata cycle 4993, WKC 3 , O: 00 00 I: 00 00 T:698416098268225640
Processdata cycle 4994, WKC 3 , O: 00 00 I: 00 00 T:698416098274239480
Processdata cycle 4995, WKC 3 , O: 00 00 I: 00 00 T:698416098280201160
Processdata cycle 4996, WKC 3 , O: 00 00 I: 00 00 T:698416098286186360
Processdata cycle 4997, WKC 3 , O: 00 00 I: 00 00 T:698416098292166440
Processdata cycle 4998, WKC 3 , O: 00 00 I: 00 00 T:698416098298156760
Processdata cycle 4999, WKC 3 , O: 00 00 I: 00 00 T:698416098304151200
Processdata cycle 5000, WKC 3 , O: 00 00 I: 00 00 T:698416098310132320
Processdata cycle 5001, WKC 3 , O: 00 00 I: 00 00 T:698416098316109280
Processdata cycle 5002, WKC 3 , O: 00 00 I: 00 00 T:698416098322107840
Processdata cycle 5003, WKC 3 , O: 00 00 I: 00 00 T:698416098328092000
Processdata cycle 5004, WKC 3 , O: 00 00 I: 00 00 T:698416098334056720
Processdata cycle 5005, WKC 3 , O: 00 00 I: 00 00 T:698416098340052160
Processdata cycle 5006, WKC 3 , O: 00 00 I: 00 00 T:698416098346051720
Processdata cycle 5007, WKC 3 , O: 00 00 I: 00 00 T:698416098352047160
Processdata cycle 5008, WKC 3 , O: 00 00 I: 00 00 T:698416098358015960
Processdata cycle 5009, WKC 3 , O: 00 00 I: 00 00 T:698416098364008360
Processdata cycle 5010, WKC 3 , O: 00 00 I: 00 00 T:698416098369975160
Processdata cycle 5011, WKC 3 , O: 00 00 I: 00 00 T:698416098375978760
Processdata cycle 5012, WKC 3 , O: 00 00 I: 00 00 T:698416098381968040
Processdata cycle 5013, WKC 3 , O: 00 00 I: 00 00 T:698416098387971720
Processdata cycle 5014, WKC 3 , O: 00 00 I: 00 00 T:698416098393969200
Processdata cycle 5015, WKC 3 , O: 00 00 I: 00 00 T:698416098399929840
Processdata cycle 5016, WKC 3 , O: 00 00 I: 00 00 T:698416098405942720
Processdata cycle 5017, WKC 3 , O: 00 00 I: 00 00 T:698416098411843920
Processdata cycle 5018, WKC 3 , O: 00 00 I: 00 00 T:698416098417911040
Processdata cycle 5019, WKC 3 , O: 00 00 I: 00 00 T:698416098423899280
Processdata cycle 5020, WKC 3 , O: 00 00 I: 00 00 T:698416098429876320
Processdata cycle 5021, WKC 3 , O: 00 00 I: 00 00 T:698416098435859480
Processdata cycle 5022, WKC 3 , O: 00 00 I: 00 00 T:698416098441848840
Processdata cycle 5023, WKC 3 , O: 00 00 I: 00 00 T:698416098447846280
Processdata cycle 5024, WKC 3 , O: 00 00 I: 00 00 T:698416098453760840
Processdata cycle 5025, WKC 3 , O: 00 00 I: 00 00 T:698416098459813640
Processdata cycle 5026, WKC 3 , O: 00 00 I: 00 00 T:698416098465795720
Processdata cycle 5027, WKC 3 , O: 00 00 I: 00 00 T:698416098471783000
Processdata cycle 5028, WKC 3 , O: 00 00 I: 00 00 T:698416098477768240
Processdata cycle 5029, WKC 3 , O: 00 00 I: 00 00 T:698416098483750400
Processdata cycle 5030, WKC 3 , O: 00 00 I: 00 00 T:698416098489720240
Processdata cycle 5031, WKC 3 , O: 00 00 I: 00 00 T:698416098495717680
Processdata cycle 5032, WKC 3 , O: 00 00 I: 00 00 T:698416098501697760
Processdata cycle 5033, WKC 3 , O: 00 00 I: 00 00 T:698416098507686080
Processdata cycle 5034, WKC 3 , O: 00 00 I: 00 00 T:698416098513654880
Processdata cycle 5035, WKC 3 , O: 00 00 I: 00 00 T:698416098519654440
Processdata cycle 5036, WKC 3 , O: 00 00 I: 00 00 T:698416098525638600
Processdata cycle 5037, WKC 3 , O: 00 00 I: 00 00 T:698416098531620760
Processdata cycle 5038, WKC 3 , O: 00 00 I: 00 00 T:698416098537504600
Processdata cycle 5039, WKC 3 , O: 00 00 I: 00 00 T:698416098543591160
Processdata cycle 5040, WKC 3 , O: 00 00 I: 00 00 T:698416098549571240
Processdata cycle 5041, WKC 3 , O: 00 00 I: 00 00 T:698416098555544120
Processdata cycle 5042, WKC 3 , O: 00 00 I: 00 00 T:698416098561538560
Processdata cycle 5043, WKC 3 , O: 00 00 I: 00 00 T:698416098567525840
Processdata cycle 5044, WKC 3 , O: 00 00 I: 00 00 T:698416098573512080
Processdata cycle 5045, WKC 3 , O: 00 00 I: 00 00 T:698416098579477840
Processdata cycle 5046, WKC 3 , O: 00 00 I: 00 00 T:698416098585480400
Processdata cycle 5047, WKC 3 , O: 00 00 I: 00 00 T:698416098591461520
Processdata cycle 5048, WKC 3 , O: 00 00 I: 00 00 T:698416098597441600
Processdata cycle 5049, WKC 3 , O: 00 00 I: 00 00 T:698416098603377720
Processdata cycle 5050, WKC 3 , O: 00 00 I: 00 00 T:698416098609350600
Processdata cycle 5051, WKC 3 , O: 00 00 I: 00 00 T:698416098615326600
Processdata cycle 5052, WKC 3 , O: 00 00 I: 00 00 T:698416098621369080
Processdata cycle 5053, WKC 3 , O: 00 00 I: 00 00 T:698416098627282680
Processdata cycle 5054, WKC 3 , O: 00 00 I: 00 00 T:698416098633287320
Processdata cycle 5055, WKC 3 , O: 00 00 I: 00 00 T:698416098639258200
Processdata cycle 5056, WKC 3 , O: 00 00 I: 00 00 T:698416098645230080
Processdata cycle 5057, WKC 3 , O: 00 00 I: 00 00 T:698416098651207120
Processdata cycle 5058, WKC 3 , O: 00 00 I: 00 00 T:698416098657200480
Processdata cycle 5059, WKC 3 , O: 00 00 I: 00 00 T:698416098663181600
Processdata cycle 5060, WKC 3 , O: 00 00 I: 00 00 T:698416098669196480
Processdata cycle 5061, WKC 3 , O: 00 00 I: 00 00 T:698416098675152000
Processdata cycle 5062, WKC 3 , O: 00 00 I: 00 00 T:698416098681150480
Processdata cycle 5063, WKC 3 , O: 00 00 I: 00 00 T:698416098687199240
Processdata cycle 5064, WKC 3 , O: 00 00 I: 00 00 T:698416098693129160
Processdata cycle 5065, WKC 3 , O: 00 00 I: 00 00 T:698416098699120520
Processdata cycle 5066, WKC 3 , O: 00 00 I: 00 00 T:698416098705199880
Processdata cycle 5067, WKC 3 , O: 00 00 I: 00 00 T:698416098711188200
Processdata cycle 5068, WKC 3 , O: 00 00 I: 00 00 T:698416098717202040
Processdata cycle 5069, WKC 3 , O: 00 00 I: 00 00 T:698416098723217960
Processdata cycle 5070, WKC 3 , O: 00 00 I: 00 00 T:698416098729277880
Processdata cycle 5071, WKC 3 , O: 00 00 I: 00 00 T:698416098735235520
Processdata cycle 5072, WKC 3 , O: 00 00 I: 00 00 T:698416098741118320
Processdata cycle 5073, WKC 3 , O: 00 00 I: 00 00 T:698416098747133200
Processdata cycle 5074, WKC 3 , O: 00 00 I: 00 00 T:698416098753131680
Processdata cycle 5075, WKC 3 , O: 00 00 I: 00 00 T:698416098759228560
Processdata cycle 5076, WKC 3 , O: 00 00 I: 00 00 T:698416098765169680
Processdata cycle 5077, WKC 3 , O: 00 00 I: 00 00 T:698416098771035160
Processdata cycle 5078, WKC 3 , O: 00 00 I: 00 00 T:698416098777127880
Processdata cycle 5079, WKC 3 , O: 00 00 I: 00 00 T:698416098783144760
Processdata cycle 5080, WKC 3 , O: 00 00 I: 00 00 T:698416098789121800
Processdata cycle 5081, WKC 3 , O: 00 00 I: 00 00 T:698416098795105960
Processdata cycle 5082, WKC 3 , O: 00 00 I: 00 00 T:698416098801038920
Processdata cycle 5083, WKC 3 , O: 00 00 I: 00 00 T:698416098806942200
Processdata cycle 5084, WKC 3 , O: 00 00 I: 00 00 T:698416098813053400
Processdata cycle 5085, WKC 3 , O: 00 00 I: 00 00 T:698416098819111360
Processdata cycle 5086, WKC 3 , O: 00 00 I: 00 00 T:698416098825021760
Processdata cycle 5087, WKC 3 , O: 00 00 I: 00 00 T:698416098831006960
Processdata cycle 5088, WKC 3 , O: 00 00 I: 00 00 T:698416098836995280
Processdata cycle 5089, WKC 3 , O: 00 00 I: 00 00 T:698416098843021440
Processdata cycle 5090, WKC 3 , O: 00 00 I: 00 00 T:698416098849101840
Processdata cycle 5091, WKC 3 , O: 00 00 I: 00 00 T:698416098855046080
Processdata cycle 5092, WKC 3 , O: 00 00 I: 00 00 T:698416098861017000
Processdata cycle 5093, WKC 3 , O: 00 00 I: 00 00 T:698416098867061560
Processdata cycle 5094, WKC 3 , O: 00 00 I: 00 00 T:698416098873015000
Processdata cycle 5095, WKC 3 , O: 00 00 I: 00 00 T:698416098879072920
Processdata cycle 5096, WKC 3 , O: 00 00 I: 00 00 T:698416098884952680
Processdata cycle 5097, WKC 3 , O: 00 00 I: 00 00 T:698416098890937880
Processdata cycle 5098, WKC 3 , O: 00 00 I: 00 00 T:698416098896992680
Processdata cycle 5099, WKC 3 , O: 00 00 I: 00 00 T:698416098902903200
Processdata cycle 5100, WKC 3 , O: 00 00 I: 00 00 T:698416098908972320
Processdata cycle 5101, WKC 3 , O: 00 00 I: 00 00 T:698416098915944720
Processdata cycle 5102, WKC 3 , O: 00 00 I: 00 00 T:698416098921774240
Processdata cycle 5103, WKC 3 , O: 00 00 I: 00 00 T:698416098927742000
Processdata cycle 5104, WKC 3 , O: 00 00 I: 00 00 T:698416098933677040
Processdata cycle 5105, WKC 3 , O: 00 00 I: 00 00 T:698416098939656080
Processdata cycle 5106, WKC 3 , O: 00 00 I: 00 00 T:698416098945643360
Processdata cycle 5107, WKC 3 , O: 00 00 I: 00 00 T:698416098951612160
Processdata cycle 5108, WKC 3 , O: 00 00 I: 00 00 T:698416098957571800
Processdata cycle 5109, WKC 3 , O: 00 00 I: 00 00 T:698416098963904120
Processdata cycle 5110, WKC 3 , O: 00 00 I: 00 00 T:698416098970063400
Processdata cycle 5111, WKC 3 , O: 00 00 I: 00 00 T:698416098976066040
Processdata cycle 5112, WKC 3 , O: 00 00 I: 00 00 T:698416098982183320
Processdata cycle 5113, WKC 3 , O: 00 00 I: 00 00 T:698416098988259640
Processdata cycle 5114, WKC 3 , O: 00 00 I: 00 00 T:698416098996147480
Processdata cycle 5115, WKC 3 , O: 00 00 I: 00 00 T:698416099002140840
Processdata cycle 5116, WKC 3 , O: 00 00 I: 00 00 T:698416099008133240
Processdata cycle 5117, WKC 3 , O: 00 00 I: 00 00 T:698416099014102040
Processdata cycle 5118, WKC 3 , O: 00 00 I: 00 00 T:698416099019966440
Processdata cycle 5119, WKC 3 , O: 00 00 I: 00 00 T:698416099026070360
Processdata cycle 5120, WKC 3 , O: 00 00 I: 00 00 T:698416099032054600
Processdata cycle 5121, WKC 3 , O: 00 00 I: 00 00 T:698416099037942560
Processdata cycle 5122, WKC 3 , O: 00 00 I: 00 00 T:698416099043893920
Processdata cycle 5123, WKC 3 , O: 00 00 I: 00 00 T:698416099050113600
Processdata cycle 5124, WKC 3 , O: 00 00 I: 00 00 T:698416099056003600
Processdata cycle 5125, WKC 3 , O: 00 00 I: 00 00 T:698416099062009280
Processdata cycle 5126, WKC 3 , O: 00 00 I: 00 00 T:698416099068001680
Processdata cycle 5127, WKC 3 , O: 00 00 I: 00 00 T:698416099073959200
Processdata cycle 5128, WKC 3 , O: 00 00 I: 00 00 T:698416099079951640
Processdata cycle 5129, WKC 3 , O: 00 00 I: 00 00 T:698416099085937800
Processdata cycle 5130, WKC 3 , O: 00 00 I: 00 00 T:698416099091927160
Processdata cycle 5131, WKC 3 , O: 00 00 I: 00 00 T:698416099097860120
Processdata cycle 5132, WKC 3 , O: 00 00 I: 00 00 T:698416099103979480
Processdata cycle 5133, WKC 3 , O: 00 00 I: 00 00 T:698416099109953400
Processdata cycle 5134, WKC 3 , O: 00 00 I: 00 00 T:698416099115937560
Processdata cycle 5135, WKC 3 , O: 00 00 I: 00 00 T:698416099121912560
Processdata cycle 5136, WKC 3 , O: 00 00 I: 00 00 T:698416099128055440
Processdata cycle 5137, WKC 3 , O: 00 00 I: 00 00 T:698416099133892160
Processdata cycle 5138, WKC 3 , O: 00 00 I: 00 00 T:698416099139880480
Processdata cycle 5139, WKC 3 , O: 00 00 I: 00 00 T:698416099145855440
Processdata cycle 5140, WKC 3 , O: 00 00 I: 00 00 T:698416099151917440
Processdata cycle 5141, WKC 3 , O: 00 00 I: 00 00 T:698416099157906720
Processdata cycle 5142, WKC 3 , O: 00 00 I: 00 00 T:698416099163837640
Processdata cycle 5143, WKC 3 , O: 00 00 I: 00 00 T:698416099169774760
Processdata cycle 5144, WKC 3 , O: 00 00 I: 00 00 T:698416099175841880
Processdata cycle 5145, WKC 3 , O: 00 00 I: 00 00 T:698416099181907960
Processdata cycle 5146, WKC 3 , O: 00 00 I: 00 00 T:698416099187888040
Processdata cycle 5147, WKC 3 , O: 00 00 I: 00 00 T:698416099193830200
Processdata cycle 5148, WKC 3 , O: 00 00 I: 00 00 T:698416099199851240
Processdata cycle 5149, WKC 3 , O: 00 00 I: 00 00 T:698416099205853920
Processdata cycle 5150, WKC 3 , O: 00 00 I: 00 00 T:698416099211832960
Processdata cycle 5151, WKC 3 , O: 00 00 I: 00 00 T:698416099217805920
Processdata cycle 5152, WKC 3 , O: 00 00 I: 00 00 T:698416099223668240
Processdata cycle 5153, WKC 3 , O: 00 00 I: 00 00 T:698416099229706640
Processdata cycle 5154, WKC 3 , O: 00 00 I: 00 00 T:698416099235672400
Processdata cycle 5155, WKC 3 , O: 00 00 I: 00 00 T:698416099241670880
Processdata cycle 5156, WKC 3 , O: 00 00 I: 00 00 T:698416099247653080
Processdata cycle 5157, WKC 3 , O: 00 00 I: 00 00 T:698416099253639320
Processdata cycle 5158, WKC 3 , O: 00 00 I: 00 00 T:698416099259649080
Processdata cycle 5159, WKC 3 , O: 00 00 I: 00 00 T:698416099265604600
Processdata cycle 5160, WKC 3 , O: 00 00 I: 00 00 T:698416099271591800
Processdata cycle 5161, WKC 3 , O: 00 00 I: 00 00 T:698416099277575000
Processdata cycle 5162, WKC 3 , O: 00 00 I: 00 00 T:698416099283556120
Processdata cycle 5163, WKC 3 , O: 00 00 I: 00 00 T:698416099289545440
Processdata cycle 5164, WKC 3 , O: 00 00 I: 00 00 T:698416099295512160
Processdata cycle 5165, WKC 3 , O: 00 00 I: 00 00 T:698416099301511760
Processdata cycle 5166, WKC 3 , O: 00 00 I: 00 00 T:698416099307496960
Processdata cycle 5167, WKC 3 , O: 00 00 I: 00 00 T:698416099313476000
Processdata cycle 5168, WKC 3 , O: 00 00 I: 00 00 T:698416099319365920
Processdata cycle 5169, WKC 3 , O: 00 00 I: 00 00 T:698416099326447840
Processdata cycle 5170, WKC 3 , O: 00 00 I: 00 00 T:698416099332443280
Processdata cycle 5171, WKC 3 , O: 00 00 I: 00 00 T:698416099338416240
Processdata cycle 5172, WKC 3 , O: 00 00 I: 00 00 T:698416099344393200
Processdata cycle 5173, WKC 3 , O: 00 00 I: 00 00 T:698416099350306760
Processdata cycle 5174, WKC 3 , O: 00 00 I: 00 00 T:698416099356336040
Processdata cycle 5175, WKC 3 , O: 00 00 I: 00 00 T:698416099362321240
Processdata cycle 5176, WKC 3 , O: 00 00 I: 00 00 T:698416099368342280
Processdata cycle 5177, WKC 3 , O: 00 00 I: 00 00 T:698416099374250680
Processdata cycle 5178, WKC 3 , O: 00 00 I: 00 00 T:698416099380226600
Processdata cycle 5179, WKC 3 , O: 00 00 I: 00 00 T:698416099386271240
Processdata cycle 5180, WKC 3 , O: 00 00 I: 00 00 T:698416099392233920
Processdata cycle 5181, WKC 3 , O: 00 00 I: 00 00 T:698416099398206880
Processdata cycle 5182, WKC 3 , O: 00 00 I: 00 00 T:698416099404177680
Processdata cycle 5183, WKC 3 , O: 00 00 I: 00 00 T:698416099410159840
Processdata cycle 5184, WKC 3 , O: 00 00 I: 00 00 T:698416099416169600
Processdata cycle 5185, WKC 3 , O: 00 00 I: 00 00 T:698416099422174240
Processdata cycle 5186, WKC 3 , O: 00 00 I: 00 00 T:698416099428096000
Processdata cycle 5187, WKC 3 , O: 00 00 I: 00 00 T:698416099434104760
Processdata cycle 5188, WKC 3 , O: 00 00 I: 00 00 T:698416099440102280
Processdata cycle 5189, WKC 3 , O: 00 00 I: 00 00 T:698416099446062120
Processdata cycle 5190, WKC 3 , O: 00 00 I: 00 00 T:698416099452046040
Processdata cycle 5191, WKC 3 , O: 00 00 I: 00 00 T:698416099458038440
Processdata cycle 5192, WKC 3 , O: 00 00 I: 00 00 T:698416099464023640
Processdata cycle 5193, WKC 3 , O: 00 00 I: 00 00 T:698416099470020040
Processdata cycle 5194, WKC 3 , O: 00 00 I: 00 00 T:698416099475964320
Processdata cycle 5195, WKC 3 , O: 00 00 I: 00 00 T:698416099481992560
Processdata cycle 5196, WKC 3 , O: 00 00 I: 00 00 T:698416099487924480
Processdata cycle 5197, WKC 3 , O: 00 00 I: 00 00 T:698416099493919920
Processdata cycle 5198, WKC 3 , O: 00 00 I: 00 00 T:698416099499922560
Processdata cycle 5199, WKC 3 , O: 00 00 I: 00 00 T:698416099505913920
Processdata cycle 5200, WKC 3 , O: 00 00 I: 00 00 T:698416099511909360
Processdata cycle 5201, WKC 3 , O: 00 00 I: 00 00 T:698416099517916120
Processdata cycle 5202, WKC 3 , O: 00 00 I: 00 00 T:698416099523906440
Processdata cycle 5203, WKC 3 , O: 00 00 I: 00 00 T:698416099529891640
Processdata cycle 5204, WKC 3 , O: 00 00 I: 00 00 T:698416099535831720
Processdata cycle 5205, WKC 3 , O: 00 00 I: 00 00 T:698416099541974680
Processdata cycle 5206, WKC 3 , O: 00 00 I: 00 00 T:698416099547862600
Processdata cycle 5207, WKC 3 , O: 00 00 I: 00 00 T:698416099553885640
Processdata cycle 5208, WKC 3 , O: 00 00 I: 00 00 T:698416099559850400
Processdata cycle 5209, WKC 3 , O: 00 00 I: 00 00 T:698416099565844800
Processdata cycle 5210, WKC 3 , O: 00 00 I: 00 00 T:698416099571889440
Processdata cycle 5211, WKC 3 , O: 00 00 I: 00 00 T:698416099577778400
Processdata cycle 5212, WKC 3 , O: 00 00 I: 00 00 T:698416099583842400
Processdata cycle 5213, WKC 3 , O: 00 00 I: 00 00 T:698416099589905440
Processdata cycle 5214, WKC 3 , O: 00 00 I: 00 00 T:698416099596178400
Processdata cycle 5215, WKC 3 , O: 00 00 I: 00 00 T:698416099601785800
Processdata cycle 5216, WKC 3 , O: 00 00 I: 00 00 T:698416099607754600
Processdata cycle 5217, WKC 3 , O: 00 00 I: 00 00 T:698416099613752040
Processdata cycle 5218, WKC 3 , O: 00 00 I: 00 00 T:698416099619834520
Processdata cycle 5219, WKC 3 , O: 00 00 I: 00 00 T:698416099625847400
Processdata cycle 5220, WKC 3 , O: 00 00 I: 00 00 T:698416099632791080
Processdata cycle 5221, WKC 3 , O: 00 00 I: 00 00 T:698416099638786520
Processdata cycle 5222, WKC 3 , O: 00 00 I: 00 00 T:698416099644802040
Processdata cycle 5223, WKC 3 , O: 00 00 I: 00 00 T:698416099650809160
Processdata cycle 5224, WKC 3 , O: 00 00 I: 00 00 T:698416099656825160
Processdata cycle 5225, WKC 3 , O: 00 00 I: 00 00 T:698416099662777520
Processdata cycle 5226, WKC 3 , O: 00 00 I: 00 00 T:698416099668772960
Processdata cycle 5227, WKC 3 , O: 00 00 I: 00 00 T:698416099674770480
Processdata cycle 5228, WKC 3 , O: 00 00 I: 00 00 T:698416099680745440
Processdata cycle 5229, WKC 3 , O: 00 00 I: 00 00 T:698416099686727520
Processdata cycle 5230, WKC 3 , O: 00 00 I: 00 00 T:698416099692733200
Processdata cycle 5231, WKC 3 , O: 00 00 I: 00 00 T:698416099698742960
Processdata cycle 5232, WKC 3 , O: 00 00 I: 00 00 T:698416099704769160
Processdata cycle 5233, WKC 3 , O: 00 00 I: 00 00 T:698416099710748280
Processdata cycle 5234, WKC 3 , O: 00 00 I: 00 00 T:698416099716727320
Processdata cycle 5235, WKC 3 , O: 00 00 I: 00 00 T:698416099722713560
Processdata cycle 5236, WKC 3 , O: 00 00 I: 00 00 T:698416099728672120
Processdata cycle 5237, WKC 3 , O: 00 00 I: 00 00 T:698416099734692120
Processdata cycle 5238, WKC 3 , O: 00 00 I: 00 00 T:698416099740637400
Processdata cycle 5239, WKC 3 , O: 00 00 I: 00 00 T:698416099746627760
Processdata cycle 5240, WKC 3 , O: 00 00 I: 00 00 T:698416099752572000
Processdata cycle 5241, WKC 3 , O: 00 00 I: 00 00 T:698416099758620640
Processdata cycle 5242, WKC 3 , O: 00 00 I: 00 00 T:698416099764596640
Processdata cycle 5243, WKC 3 , O: 00 00 I: 00 00 T:698416099770571600
Processdata cycle 5244, WKC 3 , O: 00 00 I: 00 00 T:698416099776651040
Processdata cycle 5245, WKC 3 , O: 00 00 I: 00 00 T:698416099782557360
Processdata cycle 5246, WKC 3 , O: 00 00 I: 00 00 T:698416099788624520
Processdata cycle 5247, WKC 3 , O: 00 00 I: 00 00 T:698416099794584120
Processdata cycle 5248, WKC 3 , O: 00 00 I: 00 00 T:698416099800564200
Processdata cycle 5249, WKC 3 , O: 00 00 I: 00 00 T:698416099806555560
Processdata cycle 5250, WKC 3 , O: 00 00 I: 00 00 T:698416099812482360
Processdata cycle 5251, WKC 3 , O: 00 00 I: 00 00 T:698416099818538280
Processdata cycle 5252, WKC 3 , O: 00 00 I: 00 00 T:698416099824505000
Processdata cycle 5253, WKC 3 , O: 00 00 I: 00 00 T:698416099830499440
Processdata cycle 5254, WKC 3 , O: 00 00 I: 00 00 T:698416099836432480
Processdata cycle 5255, WKC 3 , O: 00 00 I: 00 00 T:698416099842479120
Processdata cycle 5256, WKC 3 , O: 00 00 I: 00 00 T:698416099848505280
Processdata cycle 5257, WKC 3 , O: 00 00 I: 00 00 T:698416099854468960
