SOEM (Simple Open EtherCAT Master)
Simple test
Starting simple test
ec_init on \Device\NPF_{D8D267BF-D178-4544-B628-9DE58ABAE75A} succeeded.
1 slaves found and configured.
Slaves mapped, state to SAFE_OP.
segments : 1 : 8 0 0 0
Request operational state for all slaves
Calculated workcounter 3
Operational state reached for all slaves.
Processdata cycle    1, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417444300316880
Processdata cycle 3789, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467124470560
Processdata cycle 3790, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467130441440
Processdata cycle 3791, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467136400000
Processdata cycle 3792, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467142434320
Processdata cycle 3793, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467148418520
Processdata cycle 3794, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467154421160
Processdata cycle 3795, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467160431960
Processdata cycle 3796, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467166326040
Processdata cycle 3797, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467172384000
Processdata cycle 3798, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467178332320
Processdata cycle 3799, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467184329760
Processdata cycle 3800, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467190325200
Processdata cycle 3801, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467196319720
Processdata cycle 3802, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467202287480
Processdata cycle 3803, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467208319800
Processdata cycle 3804, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467214215880
Processdata cycle 3805, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467220262560
Processdata cycle 3806, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467226271360
Processdata cycle 3807, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467232290320
Processdata cycle 3808, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467238255040
Processdata cycle 3809, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467244252600
Processdata cycle 3810, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467250240840
Processdata cycle 3811, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467256223000
Processdata cycle 3812, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467262227640
Processdata cycle 3813, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467268189280
Processdata cycle 3814, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467274118160
Processdata cycle 3815, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467280130000
Processdata cycle 3816, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467286108120
Processdata cycle 3817, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467292135240
Processdata cycle 3818, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467298107160
Processdata cycle 3819, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467304103640
Processdata cycle 3820, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467310039680
Processdata cycle 3821, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467319208520
Processdata cycle 3822, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467324998120
Processdata cycle 3823, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467331014040
Processdata cycle 3824, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467337005120
Processdata cycle 3825, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467342965040
Processdata cycle 3826, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467350012080
Processdata cycle 3827, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467355923600
Processdata cycle 3828, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467361909760
Processdata cycle 3829, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467367923720
Processdata cycle 3830, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467373893560
Processdata cycle 3831, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467379814200
Processdata cycle 3832, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467385871080
Processdata cycle 3833, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467391846080
Processdata cycle 3834, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467397820080
Processdata cycle 3835, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467403797040
Processdata cycle 3836, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467409741280
Processdata cycle 3837, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467415734760
Processdata cycle 3838, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467421696360
Processdata cycle 3839, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467427728680
Processdata cycle 3840, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467433683160
Processdata cycle 3841, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467439664320
Processdata cycle 3842, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467445664880
Processdata cycle 3843, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467451648000
Processdata cycle 3844, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467457623000
Processdata cycle 3845, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467463599000
Processdata cycle 3846, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467469590360
Processdata cycle 3847, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467475581720
Processdata cycle 3848, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467481568960
Processdata cycle 3849, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467487557280
Processdata cycle 3850, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467493532240
Processdata cycle 3851, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467499511280
Processdata cycle 3852, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467505508760
Processdata cycle 3853, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467511503240
Processdata cycle 3854, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467517497640
Processdata cycle 3855, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467523445960
Processdata cycle 3856, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467529567360
Processdata cycle 3857, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467535437920
Processdata cycle 3858, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467541479440
Processdata cycle 3859, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467547483040
Processdata cycle 3860, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467553478520
Processdata cycle 3861, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467559454520
Processdata cycle 3862, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467565496040
Processdata cycle 3863, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467571522200
Processdata cycle 3864, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467577520720
Processdata cycle 3865, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467583446560
Processdata cycle 3866, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467589522880
Processdata cycle 3867, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467595495840
Processdata cycle 3868, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467601423720
Processdata cycle 3869, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467607392520
Processdata cycle 3870, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467613428920
Processdata cycle 3871, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467619409000
Processdata cycle 3872, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467625400400
Processdata cycle 3873, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467631377360
Processdata cycle 3874, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467637361600
Processdata cycle 3875, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467643344720
Processdata cycle 3876, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467649340200
Processdata cycle 3877, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467655356120
Processdata cycle 3878, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467661291160
Processdata cycle 3879, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467667278360
Processdata cycle 3880, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467673351680
Processdata cycle 3881, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467679280560
Processdata cycle 3882, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467685323120
Processdata cycle 3883, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467691244800
Processdata cycle 3884, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467697289480
Processdata cycle 3885, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467703270600
Processdata cycle 3886, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467709245560
Processdata cycle 3887, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467715211240
Processdata cycle 3888, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467721199600
Processdata cycle 3889, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467727156080
Processdata cycle 3890, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467733166880
Processdata cycle 3891, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467739150080
Processdata cycle 3892, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467745181400
Processdata cycle 3893, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467751080600
Processdata cycle 3894, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467757102600
Processdata cycle 3895, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467763074520
Processdata cycle 3896, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467769030080
Processdata cycle 3897, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467775152480
Processdata cycle 3898, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467781145840
Processdata cycle 3899, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467787059360
Processdata cycle 3900, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467793072280
Processdata cycle 3901, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467798948920
Processdata cycle 3902, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467804923880
Processdata cycle 3903, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467810959240
Processdata cycle 3904, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467816943520
Processdata cycle 3905, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467822929680
Processdata cycle 3906, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467828941520
Processdata cycle 3907, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467834926720
Processdata cycle 3908, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467840910920
Processdata cycle 3909, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467846890040
Processdata cycle 3910, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467852882360
Processdata cycle 3911, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467858850200
Processdata cycle 3912, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467864846640
Processdata cycle 3913, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467870827760
Processdata cycle 3914, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467876812960
Processdata cycle 3915, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467882735680
Processdata cycle 3916, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467888782360
Processdata cycle 3917, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467894825960
Processdata cycle 3918, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467900813240
Processdata cycle 3919, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467906724680
Processdata cycle 3920, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467912751920
Processdata cycle 3921, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467918715040
Processdata cycle 3922, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467924678240
Processdata cycle 3923, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467930671680
Processdata cycle 3924, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467936653800
Processdata cycle 3925, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467942634920
Processdata cycle 3926, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467948635480
Processdata cycle 3927, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467954603360
Processdata cycle 3928, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467960588560
Processdata cycle 3929, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467966578880
Processdata cycle 3930, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467972559920
Processdata cycle 3931, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467978527800
Processdata cycle 3932, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467984544760
Processdata cycle 3933, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467990562680
Processdata cycle 3934, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417467996646200
Processdata cycle 3935, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468002633520
Processdata cycle 3936, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468008617680
Processdata cycle 3937, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468014455440
Processdata cycle 3938, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468020427280
Processdata cycle 3939, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468026545640
Processdata cycle 3940, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468032552360
Processdata cycle 3941, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468038538600
Processdata cycle 3942, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468044423400
Processdata cycle 3943, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468050424000
Processdata cycle 3944, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468056404080
Processdata cycle 3945, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468062364720
Processdata cycle 3946, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468068391920
Processdata cycle 3947, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468074386360
Processdata cycle 3948, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468080380760
Processdata cycle 3949, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468086519560
Processdata cycle 3950, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468092486360
Processdata cycle 3951, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468098465440
Processdata cycle 3952, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468104476240
Processdata cycle 3953, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468110310960
Processdata cycle 3954, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468116287920
Processdata cycle 3955, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468122272120
Processdata cycle 3956, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468128252200
Processdata cycle 3957, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468134237400
Processdata cycle 3958, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468140180680
Processdata cycle 3959, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468146208880
Processdata cycle 3960, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468152187920
Processdata cycle 3961, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468158208000
Processdata cycle 3962, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468164171680
Processdata cycle 3963, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468170170200
Processdata cycle 3964, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468176170760
Processdata cycle 3965, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468182184680
Processdata cycle 3966, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468188142200
Processdata cycle 3967, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468194122320
Processdata cycle 3968, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468200145440
Processdata cycle 3969, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468206134720
Processdata cycle 3970, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468212162880
Processdata cycle 3971, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468218102040
Processdata cycle 3972, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468224145640
Processdata cycle 3973, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468230152360
Processdata cycle 3974, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468236176440
Processdata cycle 3975, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468242120720
Processdata cycle 3976, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468248134640
Processdata cycle 3977, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468253932400
Processdata cycle 3978, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468259876640
Processdata cycle 3979, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468265905960
Processdata cycle 3980, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468271899320
Processdata cycle 3981, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468277927560
Processdata cycle 3982, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468283970040
Processdata cycle 3983, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468289912320
Processdata cycle 3984, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468295865760
Processdata cycle 3985, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468301912400
Processdata cycle 3986, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468307869920
Processdata cycle 3987, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468313867480
Processdata cycle 3988, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468319857800
Processdata cycle 3989, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468325849160
Processdata cycle 3990, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468331836360
Processdata cycle 3991, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468337812400
Processdata cycle 3992, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468343807840
Processdata cycle 3993, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468349788960
Processdata cycle 3994, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468355766040
Processdata cycle 3995, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468361732760
Processdata cycle 3996, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468367675000
Processdata cycle 3997, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468373714440
Processdata cycle 3998, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468379647440
Processdata cycle 3999, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468385651120
Processdata cycle 4000, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468391597360
Processdata cycle 4001, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468397595920
Processdata cycle 4002, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468403576040
Processdata cycle 4003, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468409584760
Processdata cycle 4004, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468415551560
Processdata cycle 4005, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468421537720
Processdata cycle 4006, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468427527120
Processdata cycle 4007, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468433522560
Processdata cycle 4008, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468439485200
Processdata cycle 4009, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468445476560
Processdata cycle 4010, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468451451560
Processdata cycle 4011, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468457423400
Processdata cycle 4012, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468463525400
Processdata cycle 4013, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468469507480
Processdata cycle 4014, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468475428240
Processdata cycle 4015, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468481424720
Processdata cycle 4016, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468487448800
Processdata cycle 4017, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468493461680
Processdata cycle 4018, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468499481720
Processdata cycle 4019, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468505563160
Processdata cycle 4020, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468511470520
Processdata cycle 4021, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468517520280
Processdata cycle 4022, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468523465520
Processdata cycle 4023, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468529436400
Processdata cycle 4024, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468535432880
Processdata cycle 4025, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468541442640
Processdata cycle 4026, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468547417640
Processdata cycle 4027, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468553427400
Processdata cycle 4028, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468559403400
Processdata cycle 4029, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468565436760
Processdata cycle 4030, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468571433280
Processdata cycle 4031, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468577428720
Processdata cycle 4032, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468583521440
Processdata cycle 4033, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468589573200
Processdata cycle 4034, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468595548200
Processdata cycle 4035, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468601600920
Processdata cycle 4036, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468607603560
Processdata cycle 4037, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468613579560
Processdata cycle 4038, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468619647760
Processdata cycle 4039, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468625615520
Processdata cycle 4040, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468631589440
Processdata cycle 4041, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468637586960
Processdata cycle 4042, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468643599800
Processdata cycle 4043, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468649564520
Processdata cycle 4044, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468655578440
Processdata cycle 4045, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468661519560
Processdata cycle 4046, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468667628720
Processdata cycle 4047, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468673517680
Processdata cycle 4048, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468679605280
Processdata cycle 4049, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468685618160
Processdata cycle 4050, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468691634120
Processdata cycle 4051, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468697612120
Processdata cycle 4052, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468703473400
Processdata cycle 4053, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468709585560
Processdata cycle 4054, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468715581040
Processdata cycle 4055, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468721581600
Processdata cycle 4056, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468727544320
Processdata cycle 4057, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468733531520
Processdata cycle 4058, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468739544440
Processdata cycle 4059, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468745505080
Processdata cycle 4060, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468751359160
Processdata cycle 4061, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468757330040
Processdata cycle 4062, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468763483200
Processdata cycle 4063, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468769486880
Processdata cycle 4064, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468775446480
Processdata cycle 4065, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468781435760
Processdata cycle 4066, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468787332920
Processdata cycle 4067, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468793385720
Processdata cycle 4068, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468799294120
Processdata cycle 4069, WKC 3 , O: 00 00 00 00 I: 00 00 00 00 T:698417468805312120
